address,school_name,school_type,school_year
"1400 W Washington, Kennett, MO 63857",Kennett Career and Technology Center,Public,< 2-year
"5200 Glennon Dr, Saint Louis, MO 63119",Kenrick Glennon Seminary,Private not-for-profit,4-year
"2428 N Grand Ave Ste D, Santa Ana, CA 92705",Kensington College,Private for-profit,< 2-year
"Kent State University-Kent Campus, Kent, OH 44242",Kent State University,Public,4-year
"3300 Lake Road West, Ashtabula, OH 44004",Kent State University-Ashtabula Campus,Public,4-year
"400 E 4th St, East Liverpool, OH 43920",Kent State University-East Liverpool Campus,Public,4-year
"14111 Claridon-Troy Rd, Burton, OH 44021",Kent State University-Geauga Campus,Public,4-year
"2491 State Route 45 South, Salem, OH 44460",Kent State University-Salem Campus,Public,4-year
"6000 Frank Ave NW, Canton, OH 44720",Kent State University-Stark Campus,Public,4-year
"4314 Mahoning Ave N.W., Warren, OH 44483",Kent State University-Trumbull Campus,Public,4-year
"330 University Dr N.E., New Philadelphia, OH 44663",Kent State University-Tuscarawas Campus,Public,4-year
"100 Academic Pky, Grayson, KY 41143",Kentucky Christian University,Private not-for-profit,4-year
"855 Hwy 541, Vancleve, KY 41385",Kentucky Mountain Bible College,Private not-for-profit,4-year
"400 East Main Street, Frankfort, KY 40601",Kentucky State University,Public,4-year
"3000 Frederica St, Owensboro, KY 42301",Kentucky Wesleyan College,Private not-for-profit,4-year
"Kenyon College, Gambier, OH 43022",Kenyon College,Private not-for-profit,4-year
"3737 Southern Blvd, Kettering, OH 45429",Kettering College of Medical Arts,Private not-for-profit,4-year
"1700 W Third Ave, Flint, MI 48504",Kettering University,Private not-for-profit,4-year
"141 Central Avenue, Keuka Park, NY 14478",Keuka College,Private not-for-profit,4-year
"225 East Dania Beach Blvd.\n#130, Dania Beach, FL 33004",Key College,Private for-profit,2-year
"50 Mount Prospect Ave, Clifton, NJ 07013",Keyskills Learning,Private for-profit,< 2-year
"One College Green, La Plume, PA 18440",Keystone College,Private not-for-profit,4-year
"2301 Academy Dr, Harrisburg, PA 17112",Keystone Technical Institute,Private for-profit,2-year
"1301 West Liberty Road, Atoka, OK 74525",Kiamichi Technology Center-Atoka,Public,< 2-year
"810 Waldron Rd, Durant, OK 74701",Kiamichi Technology Center-Durant,Public,2-year
"107 S 15th, Hugo, OK 74743",Kiamichi Technology Center-Hugo,Public,< 2-year
"3205 Lincoln Road NE\/Hwy 70 N, Idabel, OK 74745",Kiamichi Technology Center-Idabel,Public,< 2-year
"301 Kiamichi Dr, McAlester, OK 74501",Kiamichi Technology Center-McAlester,Public,2-year
"1509 S McKenna, Poteau, OK 74953",Kiamichi Technology Center-Poteau,Public,< 2-year
"610 SW 3rd, Spiro, OK 74959",Kiamichi Technology Center-Spiro,Public,< 2-year
"1410 Old Military Road, Stigler, OK 74462",Kiamichi Technology Center-Stigler,Public,2-year
"Hwy 63A & Vo-Tech Drive, Talihina, OK 74571",Kiamichi Technology Center-Talihina,Public,2-year
"1100 Broadway, Kilgore, TX 75662",Kilgore College,Public,2-year
"300 E. 6th Street, Sioux Falls, SD 57103",Kilian Community College,Private not-for-profit,2-year
"1350 King College Rd, Bristol, TN 37620",King College,Private not-for-profit,4-year
"133 N River St, Wilkes Barre, PA 18711",King's College,Private not-for-profit,4-year
"322 Lamar Avenue, Charlotte, NC 28204",King's College,Private for-profit,2-year
"14800 Sherman Way, Van Nuys, CA 91405",King's College and Seminary,Private not-for-profit,4-year
"1103 S Cottage Grove, Kirksville, MO 63501",Kirksville Area Technical Center,Public,< 2-year
"6301 Kirkwood Blvd SW, Cedar Rapids, IA 52406",Kirkwood Community College,Public,2-year
"10775 N Saint Helen Road, Roscommon, MI 48653",Kirtland Community College,Public,2-year
"21193 Malta Rd, Malta, IL 60150",Kishwaukee College,Public,2-year
"120 Market St, Kittanning, PA 16201",Kittanning Beauty School,Private for-profit,< 2-year
"7390 South Sixth Street, Klamath Falls, OR 97603",Klamath Community College,Public,2-year
"3420 Main St, Skokie, IL 60076",Knowledge Systems Institute,Private not-for-profit,4-year
"320 E Culver Rd, Knox, IN 46534",Knox Beauty College,Private for-profit,< 2-year
"2 E South St, Galesburg, IL 61401",Knox College,Private not-for-profit,4-year
"306 Martinsburg Rd, Mount Vernon, OH 43050",Knox County Career Center,Public,< 2-year
,Kogod School of Business,,
"29 W Maple Ave, Monsey, NY 10952",Kol Yaakov Torah Center,Private not-for-profit,4-year
"2800 South Ih35 Ste 110, Austin, TX 78704",Kussad Institute of Court Reporting,Private for-profit,2-year
"15200 Kutztown Rd, Kutztown, PA 19530",Kutztown University of Pennsylvania,Public,4-year
"3333 East Beltline N.E., Grand Rapids, MI 49525",Kuyper College,Private not-for-profit,4-year
"310 St Charles St, Houma, LA 70360",L E Fletcher Technical Community College,Public,2-year
"830 North Broad Street, Philadelphia, PA 19130",L T International Beauty School,Private for-profit,< 2-year
"240 Liberty St, Brockton, MA 02401",La Baron Hairdressing Academy,Private for-profit,< 2-year
"281 Union St, New Bedford, MA 02740",La Baron Hairdressing Academy,Private for-profit,< 2-year
"8119 Robinson, Overland Park, KS 66204",La Baron Hairdressing Academy,Private for-profit,< 2-year
"2960 SW 8th St, Miami, FL 33135",La Belle Beauty Academy,Private for-profit,< 2-year
"775 W 49th Street Suite 5, Hialeah, FL 33012",La Belle Beauty School,Private for-profit,< 2-year
"3200 Wilshire Blvd. #400, Los Angeles, CA 90010",LA College International,Private for-profit,4-year
"24 Second St NE, Mason City, IA 50401",La James College of Hairstyling and Cosmetology,Private for-profit,2-year
"227 E Market-Brewery Sq, Iowa City, IA 52245",La James International College,Private for-profit,2-year
"2419 5th Avenue South, Fort Dodge, IA 50501",La James International College,Private for-profit,2-year
"3802 E. 53rd Street, Davenport, IA 52807",La James International College,Private for-profit,2-year
"485 42nd Ave, East Moline, IL 61244",La James International College,Private for-profit,< 2-year
"6322 University Ave, Cedar Falls, IA 50613",La James International College,Private for-profit,2-year
"8805 Chambery Blvd, Johnston, IA 50131",La James International College,Private for-profit,2-year
"9000 Babcock Blvd, Pittsburgh, PA 15237",La Roche College,Private not-for-profit,4-year
"1900 W Olney Ave, Philadelphia, PA 19141",La Salle University,Private not-for-profit,4-year
"4500 Riverwalk Parkway, Riverside, CA 92515",La Sierra University,Private not-for-profit,4-year
"200 S 14th, Parsons, KS 67357",Labette Community College,Public,2-year
"12 E 53rd St, New York, NY 10022",Laboratory Institute of Merchandising,Private for-profit,4-year
"2120 Dorchester Ave, Boston, MA 02124",Laboure College,Private not-for-profit,4-year
"13466 W Trepania Rd, Hayward, WI 54843",Lac Courte Oreilles Ojibwa Community College,Public,2-year
"16006 Industrial Dr, Gaithersburg, MD 20877",L'Academie de Cuisine,Private for-profit,2-year
"501 Vine St, Scranton, PA 18509",Lackawanna College,Private not-for-profit,2-year
"3084 Whiskey Rd, Aiken, SC 29803",Lacy Cosmetology School,Private for-profit,< 2-year
"6820 La Tijera Blvd Ste 217, Los Angeles, CA 90045",Ladera Career Paths Training Centers,Private for-profit,< 2-year
"833 Ferry St., Lafayette, IN 47901",Lafayette Beauty Academy,Private for-profit,< 2-year
"High St, Easton, PA 18042",Lafayette College,Private not-for-profit,4-year
"601 Broad St., Lagrange, GA 30240",LaGrange College,Private not-for-profit,4-year
"2222 Laguna Canyon Rd, Laguna Beach, CA 92651",Laguna College of Art and Design,Private not-for-profit,4-year
"1660 N Grant, Fremont, NE 68025",La'James International College,Private for-profit,2-year
"230 11th St NE, Watertown, SD 57201",Lake Area Technical Institute,Public,2-year
"Township Road, Camdenton, MO 65020",Lake Career and Technical Center,Public,< 2-year
"443 Redcliff Drive, Redding, CA 96002",Lake College,Private for-profit,< 2-year
"391 W Washington St, Painesville, OH 44077",Lake Erie College,Private not-for-profit,4-year
"1858 W Grandview Blvd, Erie, PA 16509",Lake Erie College of Osteopathic Medicine,Private not-for-profit,4-year
"555 N Sheridan Road, Lake Forest, IL 60045",Lake Forest College,Private not-for-profit,4-year
"1905 W. Field Court, Lake Forest, IL 60045",Lake Forest Graduate School of Management,Private not-for-profit,4-year
"5001 Lake Land Blvd, Mattoon, IL 61938",Lake Land College,Public,2-year
"2755 E Napier Ave, Benton Harbor, MI 49022",Lake Michigan College,Public,2-year
"1801 College Dr N, Devils Lake, ND 58301",Lake Region State College,Public,2-year
"2101 Trinity Rd, Duluth, MN 55811",Lake Superior College,Public,2-year
"650 W Easterday Ave, Sault Ste Marie, MI 49783",Lake Superior State University,Public,4-year
"One College Drive, South Lake Tahoe, CA 96150",Lake Tahoe Community College,Public,2-year
"2001 Kurt St, Eustis, FL 32726",Lake Technical Center,Public,2-year
"11605 132nd Ave NE, Kirkland, WA 98034",Lake Washington Institute of Technology,Public,4-year
"W3718 South Drive\nCth M, Plymouth, WI 53073",Lakeland College,Private not-for-profit,4-year
"7700 Clocktower Dr, Kirtland, OH 44094",Lakeland Community College,Public,2-year
"379 Belmont Road, Laconia, NH 03246",Lakes Region Community College,Public,2-year
"1290 North Avenue, Cleveland, WI 53015",Lakeshore Technical College,Public,2-year
"1726 N 1st Street, Milwaukee, WI 53212",Lakeside School of Massage Therapy,Private not-for-profit,< 2-year
"9501 US Hwy 441, Leesburg, FL 34788",Lake-Sumter Community College,Public,2-year
"903 N Logan Ave, Danville, IL 61832",Lakeview College of Nursing,Private not-for-profit,4-year
,Lally School of Management and Technology,,
"2401 S Main St, Lamar, CO 81052",Lamar Community College,Public,2-year
"855 E Lavaca, Beaumont, TX 77705",Lamar Institute of Technology,Public,2-year
"410 Front St, Orange, TX 77630",Lamar State College-Orange,Public,2-year
"1500 Proctor St, Port Arthur, TX 77640",Lamar State College-Port Arthur,Public,2-year
"4400 MLK, Beaumont, TX 77705",Lamar University,Public,4-year
"705 Lambuth Boulevard, Jackson, TN 38301",Lambuth University,Private not-for-profit,4-year
"1126 N Scottsdale Rd Ste 17, Tempe, AZ 85281",Lamson College,Private for-profit,2-year
"44646 N 10th St W, Lancaster, CA 93534",Lancaster Beauty School,Private for-profit,< 2-year
"901 Eden Rd, Lancaster, PA 17601",Lancaster Bible College,Private not-for-profit,4-year
"1730 Hans Herr Dr, Willow Street, PA 17584",Lancaster County Career and Technology Center,Public,< 2-year
,Lancaster General College of Nursing & Health Sciences,Private not-for-profit,4-year
"50 Ranck Ave, Lancaster, PA 17602",Lancaster School of Cosmetology,Private for-profit,< 2-year
"555 W James St, Lancaster, PA 17603",Lancaster Theological Seminary,Private not-for-profit,4-year
"320 Stanley Avenue, Greenwood, SC 29649",Lander University,Public,4-year
"286 River Rd, Arundel, ME 04046",Landing School of Boat Building and Design,Private not-for-profit,2-year
"River Rd South, Putney, VT 05346",Landmark College,Private not-for-profit,2-year
"545 Lane Ave, Jackson, TN 38301",Lane College,Private not-for-profit,4-year
"4000 E 30th Ave, Eugene, OR 97405",Lane Community College,Public,2-year
"900 Fallon St, Oakland, CA 94607",Laney College,Public,2-year
"102 Page Hall, Langston, OK 73050",Langston University,Public,4-year
"2990 Landrum Education Dr, Oakwood, GA 30566",Lanier Technical College,Public,2-year
"201 Church Rd, North Wales, PA 19454",Lansdale School of Business,Private for-profit,2-year
"215 W Main St, Lansdale, PA 19446",Lansdale School of Cosmetology Inc,Private for-profit,< 2-year
"419 N Capitol Ave, Lansing, MI 48901",Lansing Community College,Public,2-year
"1400 E College Dr, Cheyenne, WY 82007",Laramie County Community College,Public,2-year
"3020 N Meadow Ave, Laredo, TX 78040",Laredo Beauty College Inc,Private for-profit,< 2-year
"West End Washington St, Laredo, TX 78040",Laredo Community College,Public,2-year
"3033 Collier Cyn Rd, Livermore, CA 94551",Las Positas College,Public,2-year
"170 North Stephaine Suite 145, Henderson, NV 89074",Las Vegas College,Private for-profit,2-year
"1844 Commonwealth Ave, Newton, MA 02466",Lasell College,Private not-for-profit,4-year
"Hwy 139, Susanville, CA 96130",Lassen Community College,Public,2-year
"2195 S Third St, Memphis, TN 38109",Last Minute Cuts School of Barbering and Cosmetology,Private for-profit,< 2-year
"95 North 300 West, Salt Lake City, UT 84101",Latter Day Saints Business College,Private not-for-profit,2-year
"26500 Shaker Blvd, Beachwood, OH 44122",Laura and Alvin Siegal College of Judaic Studies,Private not-for-profit,4-year
"11 East Penn St, Uniontown, PA 15401",Laurel Business Institute,Private for-profit,2-year
,Laurentian University of Sudbury,,
"523 Church Street, Decatur, GA 30030",Laurus Technical Institute,Private for-profit,< 2-year
,Law School,,
,Law School,,
"750 Phelps Way, New Castle, PA 16101",Lawrence County Career and Technical Center-Practical Nursing Program,Public,< 2-year
"170 Governors Ave, Medford, MA 02155",Lawrence Memorial Hospital School of Nursing,Private not-for-profit,2-year
"21000 West Ten Mile Road, Southfield, MI 48075",Lawrence Technological University,Private not-for-profit,4-year
"College Ave, Appleton, WI 54912",Lawrence University,Private not-for-profit,4-year
"3060 Wilson Rd SW, Birmingham, AL 35221",Lawson State Community College-Birmingham Campus,Public,2-year
"20755 Greenfield Suite 300, Southfield, MI 48075",Lawton School,Private for-profit,< 2-year
"1927 Lakeside Parkway, Tucker, GA 30084",Le Cordon Bleu College of Culinary Arts-Atlanta,Private for-profit,2-year
"1451 Center Crossing Road, Las Vegas, NV 89144",Le Cordon Bleu College of Culinary Arts-Las Vegas,Private for-profit,2-year
"3221 Enterprise Way, Miramar, FL 33025",Le Cordon Bleu College of Culinary Arts-Miami,Private for-profit,2-year
"1315 Mendota Heights Road, Mendota Heights, MN 55120",Le Cordon Bleu College of Culinary Arts-Minneapolis\/St Paul,Private for-profit,2-year
"1419 Salt Springs Rd, Syracuse, NY 13214",Le Moyne College,Private not-for-profit,4-year
"807 Walker Ave, Memphis, TN 38126",Le Moyne-Owen College,Private not-for-profit,4-year
,Leavey School of Business,,
"15 Hanover Street, Lebanon, NH 03766",Lebanon College,Private not-for-profit,2-year
"833 Metro Dr, Lebanon, PA 17042",Lebanon County Area Vocational Technical School,Public,< 2-year
"757 Brice St, Lebanon, MO 65536",Lebanon Technology and Career Center,Public,< 2-year
"101 N College Ave, Annville, PA 17003",Lebanon Valley College,Private not-for-profit,4-year
,LeBow College of Business,,
"9811 S Forty Dr, Saint Louis, MO 63124",Lecole Culinaire,Private for-profit,2-year
"511 S Whiting, Baytown, TX 77520",Lee College,Public,2-year
"3800 Michigan Ave, Fort Myers, FL 33916",Lee County High Tech Center Central,Public,2-year
"360 Santa Barbara Blvd North, Cape Coral, FL 33993",Lee County High Tech Center North,Public,< 2-year
"1120 N Ocoee St, Cleveland, TN 37311",Lee University,Private not-for-profit,4-year
"6945 Littlewolf Road NW, Cass Lake, MN 56633",Leech Lake Tribal College,Public,2-year
"2700 W. Pershing Blvd, North Little Rock, AR 72114",Lees School of Cosmetology,Private for-profit,< 2-year
"275 College Drive, Banner Elk, NC 28604",Lees-McRae College,Private not-for-profit,4-year
"96-045 Ala Ike, Pearl City, HI 96782",Leeward Community College,Public,2-year
"2323 Memorial Avenue Unit 27, Lynchburg, VA 24501",Legends Institute,Private for-profit,< 2-year
"2418 Broad St, Camden, SC 29020",LeGrand Institute of Cosmetology Inc,Private for-profit,< 2-year
"4525 Education Park Dr, Schnecksville, PA 18078",Lehigh Carbon Community College,Public,2-year
"27 Memorial Dr W, Bethlehem, PA 18015",Lehigh University,Private not-for-profit,4-year
"2809 East Saucon Valley Road, Center Valley, PA 18034",Lehigh Valley College,Private for-profit,2-year
"83 Glade Drive, Kittanning, PA 16201",Lenape Area Vocational Technical School Practical Nursing Program,Public,< 2-year
"231 Highway 58 South, Kinston, NC 28502",Lenoir Community College,Public,2-year
"625 7th Avenue NE, Hickory, NC 28601",Lenoir-Rhyne College,Private not-for-profit,4-year
,Leon Hess Business School,,
